consumer_608114,12987
consumer_237184,1944
consumer_359286,775
consumer_108334,32
consumer_253336,33
consumer_127952,34
consumer_703736,241
consumer_612850,32
consumer_75974,2879
consumer_401150,125
consumer_533967,34
consumer_259421,3476
consumer_852772,235
consumer_233985,804
consumer_903447,7568
consumer_201411,281
consumer_784847,44
consumer_980393,2909
consumer_139658,661
consumer_399402,41
consumer_98661,173
consumer_777380,7242
consumer_483683,1551
consumer_857966,4468
consumer_563770,46
consumer_525375,108
consumer_957652,35
consumer_798552,38
consumer_699083,52
consumer_852879,100
consumer_187817,34
consumer_473700,882
consumer_704363,32
consumer_313868,37
consumer_327717,10945
consumer_471840,33
consumer_360238,3362
consumer_576684,125
consumer_675480,3435
consumer_780474,2561
consumer_884646,610
consumer_38487,101
consumer_423687,279
consumer_489937,905
consumer_677702,473
consumer_622596,50
consumer_445135,250
consumer_559571,33
consumer_743569,1268
consumer_692153,12447
consumer_528320,47
consumer_457207,37
consumer_361988,1003
consumer_76103,33
consumer_61543,1040
consumer_260627,32
consumer_245964,3491
consumer_314955,51
consumer_317920,50
consumer_761761,463
consumer_176090,62
consumer_866625,867
consumer_858093,3604
consumer_861977,814
consumer_122924,1117
consumer_677783,37
consumer_804476,240
consumer_853965,149
consumer_752208,36
consumer_662555,157
consumer_358135,1354
consumer_399787,9772
consumer_961573,36
consumer_942309,43
consumer_222003,1058
consumer_363021,32
consumer_540140,35
consumer_206041,268
consumer_255867,110
consumer_515674,15030
consumer_106553,110
consumer_199066,362
consumer_844454,654
consumer_906177,36
consumer_580204,44
consumer_712497,5877
consumer_511523,32
consumer_305660,168
consumer_739868,73
consumer_709982,33
consumer_967659,218
consumer_623404,65
consumer_126939,507
consumer_752952,40
consumer_878462,2107
consumer_447734,110
consumer_325511,41
consumer_885245,149
consumer_277052,32
consumer_42258,6466
consumer_172290,7247
consumer_937855,71
consumer_57326,1999
consumer_421480,36
consumer_355265,449
consumer_857144,3200
consumer_241784,1006
consumer_985914,1450
consumer_127835,32
consumer_216887,38
consumer_356362,4042
consumer_263648,37
consumer_362016,680
consumer_317698,49
consumer_887259,42
consumer_881849,296
consumer_188486,36
consumer_690405,2323
consumer_456222,390
consumer_944915,172
consumer_564960,61
consumer_749376,1096
consumer_188309,2529
consumer_173829,112
consumer_195616,39
consumer_152342,1620
consumer_531851,38
consumer_813195,73
consumer_192441,34
consumer_391524,445
consumer_291869,231
consumer_184635,1173
consumer_207619,59
consumer_459072,34
consumer_919250,59
consumer_615626,32
consumer_879934,253
consumer_576293,32
consumer_220331,985
consumer_673352,5548
consumer_375102,113
consumer_67259,10885
consumer_124779,9197
consumer_818834,13575
consumer_87977,927
consumer_140232,68
consumer_620379,4852
consumer_645142,43
consumer_722178,44
consumer_800851,178
consumer_119878,504
consumer_518638,5319
consumer_496245,64
consumer_674575,47
consumer_387735,511
consumer_413345,121
consumer_703981,32
consumer_517505,4496
consumer_940372,10010
consumer_636033,150
consumer_713531,42
consumer_211218,4722
consumer_715616,350
consumer_569498,49
consumer_362856,32
consumer_312786,161
consumer_219326,37
consumer_542595,53
consumer_432606,35
consumer_680938,4127
consumer_391468,37
consumer_738433,190
consumer_545003,548
consumer_967389,237
consumer_853420,3561
consumer_73710,312
consumer_242727,34
consumer_811042,247
consumer_461216,166
consumer_881941,108
consumer_63632,114
consumer_101556,1633
consumer_507930,9517
consumer_337548,62
consumer_797414,497
consumer_568346,33
consumer_242614,32
consumer_63382,459
consumer_909546,70
consumer_618348,102
consumer_574038,33
consumer_327489,619
consumer_708571,121
consumer_721398,39
consumer_602294,4226
consumer_196351,108
consumer_978418,236
consumer_894882,58
consumer_499767,32
consumer_983859,257
consumer_63020,76
consumer_484276,38
consumer_326782,4729
consumer_563943,12630
consumer_715614,5224
consumer_973780,145
consumer_258678,36
consumer_34712,65
consumer_697611,3301
consumer_393639,73
consumer_719970,33
consumer_965763,42
consumer_233062,48
consumer_138430,846
consumer_432378,73
consumer_732396,38
consumer_849294,47
consumer_35649,34
consumer_455795,32
consumer_176719,304
consumer_845245,34
consumer_520999,146
consumer_693490,2398
consumer_837959,34
consumer_852320,80
consumer_898450,39
consumer_288206,332
consumer_314793,264
consumer_485589,3273
consumer_668062,141
consumer_965728,32
consumer_483236,64
consumer_721871,105
consumer_146773,2050
consumer_849568,920
consumer_473794,1971
consumer_99546,1728
consumer_936158,35
consumer_580228,32
consumer_104266,718
consumer_130856,135
consumer_71281,1769
consumer_631982,476
consumer_575850,36
consumer_299388,9321
consumer_201392,91
consumer_483350,70
consumer_792924,92
consumer_249335,9391
consumer_812747,77
consumer_864185,2779
consumer_795737,3556
consumer_64047,34
consumer_975417,402
consumer_179739,654
consumer_990973,35
consumer_876410,9782
consumer_296124,37
consumer_605586,10995
consumer_633571,2659
consumer_610510,121
consumer_59458,97
consumer_349220,1121
consumer_973505,32
consumer_173801,32
consumer_138907,32
consumer_205219,42
consumer_360185,32
consumer_107678,50
consumer_196672,2804
consumer_153179,618
consumer_568136,38
consumer_767331,33
consumer_831670,137
consumer_523475,897
consumer_525024,12182
consumer_92212,107
consumer_867472,33
consumer_331715,749
consumer_581089,47
consumer_952930,103
consumer_223435,136
consumer_289233,33
consumer_970522,40
consumer_797115,33
consumer_414448,274
consumer_419368,32
consumer_298763,46
consumer_919284,130
consumer_626582,65
consumer_63624,47
consumer_906623,1236
consumer_672538,32
consumer_847929,15191
consumer_439023,128
consumer_639596,36
consumer_789763,3143
consumer_398147,32
consumer_78284,73
consumer_365726,867
consumer_599350,338
consumer_803538,40
consumer_567670,34
consumer_568424,3133
consumer_689654,8933
consumer_319835,33
consumer_697131,1532
consumer_115636,65
consumer_443094,1218
consumer_638977,539
consumer_484373,105
consumer_493057,2692
consumer_165574,251
consumer_972695,77
consumer_700285,96
consumer_667177,33
consumer_38867,380
consumer_764848,4469
consumer_767415,62
consumer_308193,323
consumer_753286,12739
consumer_932153,32
consumer_197900,114
consumer_654152,32
consumer_223724,695
consumer_288554,59
consumer_449432,58
consumer_927693,32
consumer_791175,126
consumer_414167,42
consumer_849807,460
consumer_424016,48
consumer_363013,44
consumer_917943,56
consumer_924093,33
consumer_728415,33
consumer_455897,2737
consumer_582639,35
consumer_963577,33
consumer_547147,32
consumer_699378,2571
consumer_681788,339
consumer_194833,57
consumer_574575,116
consumer_434952,50
consumer_236888,84
consumer_576141,14104
consumer_665758,32
consumer_569696,3561
consumer_393572,33
consumer_584110,258
consumer_234704,795
consumer_337986,33
consumer_382523,33
consumer_262787,242
consumer_367796,32
consumer_768446,3682
consumer_802015,34
consumer_585923,175
consumer_113844,36
consumer_544375,394
consumer_494434,41
consumer_176428,42
consumer_664154,458
consumer_167339,308
consumer_687067,362
consumer_112905,83
consumer_442086,38
consumer_225003,6382
consumer_563576,1347
consumer_253045,176
consumer_608632,5638
consumer_976709,448
consumer_284598,5197
consumer_456149,418
consumer_731974,1852
consumer_272925,478
consumer_205537,655
consumer_497127,33
consumer_300009,39
consumer_646065,621
consumer_604950,38
consumer_429221,32
consumer_563610,7835
consumer_317571,35
consumer_849563,388
consumer_871814,3178
consumer_240443,70
consumer_910693,68
consumer_378184,39
consumer_253256,117
consumer_722078,8208
consumer_945207,10693
consumer_898249,42
consumer_648815,1507
consumer_317492,1498
consumer_643591,536
consumer_90146,32
consumer_83354,418
consumer_659898,384
consumer_866738,15118
consumer_162695,53
consumer_345117,45
consumer_358395,36
consumer_399608,179
consumer_481392,15968
consumer_707568,44
consumer_388366,32
consumer_924203,499
consumer_751094,197
consumer_186265,7642
consumer_766498,34
consumer_298069,33
consumer_66488,32
consumer_78089,99
consumer_482477,316
consumer_420419,33
consumer_774797,35
consumer_119682,145
consumer_388725,3700
consumer_748808,11038
consumer_377739,44
