labels,timestamp,value
"{consumergroup=shufflebench-kstreams, topic=input}",1700104559,186292
"{consumergroup=shufflebench-kstreams, topic=input}",1700104564,219357.99999999994
"{consumergroup=shufflebench-kstreams, topic=input}",1700104569,306805.0000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104574,319506.6
"{consumergroup=shufflebench-kstreams, topic=input}",1700104579,350198.59999999986
"{consumergroup=shufflebench-kstreams, topic=input}",1700104584,323296.80000000005
"{consumergroup=shufflebench-kstreams, topic=input}",1700104589,328099.4
"{consumergroup=shufflebench-kstreams, topic=input}",1700104594,317665.6
"{consumergroup=shufflebench-kstreams, topic=input}",1700104599,360862.19999999984
"{consumergroup=shufflebench-kstreams, topic=input}",1700104604,343462.40000000014
"{consumergroup=shufflebench-kstreams, topic=input}",1700104609,350805.3999999999
"{consumergroup=shufflebench-kstreams, topic=input}",1700104614,361651.8000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104619,358825.99999999994
"{consumergroup=shufflebench-kstreams, topic=input}",1700104624,368363.5999999999
"{consumergroup=shufflebench-kstreams, topic=input}",1700104629,355006.8000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104634,352589.1999999999
"{consumergroup=shufflebench-kstreams, topic=input}",1700104639,356645
"{consumergroup=shufflebench-kstreams, topic=input}",1700104644,363449.2203118752
"{consumergroup=shufflebench-kstreams, topic=input}",1700104649,334224.2897158863
"{consumergroup=shufflebench-kstreams, topic=input}",1700104654,347346.7999999998
"{consumergroup=shufflebench-kstreams, topic=input}",1700104659,333583.80000000005
"{consumergroup=shufflebench-kstreams, topic=input}",1700104664,346976.79999999993
"{consumergroup=shufflebench-kstreams, topic=input}",1700104669,338280.9999999998
"{consumergroup=shufflebench-kstreams, topic=input}",1700104674,339224.4000000002
"{consumergroup=shufflebench-kstreams, topic=input}",1700104679,330733.00000000006
"{consumergroup=shufflebench-kstreams, topic=input}",1700104684,337082.59999999986
"{consumergroup=shufflebench-kstreams, topic=input}",1700104689,330495.19999999995
"{consumergroup=shufflebench-kstreams, topic=input}",1700104694,338773.8000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104699,332725.4
"{consumergroup=shufflebench-kstreams, topic=input}",1700104704,334643.2
"{consumergroup=shufflebench-kstreams, topic=input}",1700104709,334304.4
"{consumergroup=shufflebench-kstreams, topic=input}",1700104714,339495.4000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104719,331043.79999999993
"{consumergroup=shufflebench-kstreams, topic=input}",1700104724,339243.6000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104729,301287.99999999994
"{consumergroup=shufflebench-kstreams, topic=input}",1700104734,336629.59999999986
"{consumergroup=shufflebench-kstreams, topic=input}",1700104739,337810.00000000006
"{consumergroup=shufflebench-kstreams, topic=input}",1700104744,339525.9999999998
"{consumergroup=shufflebench-kstreams, topic=input}",1700104749,335443.6
"{consumergroup=shufflebench-kstreams, topic=input}",1700104754,336762.2
"{consumergroup=shufflebench-kstreams, topic=input}",1700104759,342749.4000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104764,338416.4
"{consumergroup=shufflebench-kstreams, topic=input}",1700104769,335882.2000000002
"{consumergroup=shufflebench-kstreams, topic=input}",1700104774,341355.8000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104779,329493
"{consumergroup=shufflebench-kstreams, topic=input}",1700104784,333643.3999999999
"{consumergroup=shufflebench-kstreams, topic=input}",1700104789,334662.40000000014
"{consumergroup=shufflebench-kstreams, topic=input}",1700104794,339170.4000000001
"{consumergroup=shufflebench-kstreams, topic=input}",1700104799,344483.19999999995
"{consumergroup=shufflebench-kstreams, topic=input}",1700104804,342135.00000000023
