labels,timestamp,value
{consumergroup=shufflebench-hzcast},1699677224,0
{consumergroup=shufflebench-hzcast},1699677229,842812
{consumergroup=shufflebench-hzcast},1699677234,5438274
{consumergroup=shufflebench-hzcast},1699677239,9759997
{consumergroup=shufflebench-hzcast},1699677244,14269076
{consumergroup=shufflebench-hzcast},1699677249,18778766
{consumergroup=shufflebench-hzcast},1699677254,23287366
{consumergroup=shufflebench-hzcast},1699677259,27755430
{consumergroup=shufflebench-hzcast},1699677264,32337914
{consumergroup=shufflebench-hzcast},1699677269,36777806
{consumergroup=shufflebench-hzcast},1699677274,41285630
{consumergroup=shufflebench-hzcast},1699677279,45851781
{consumergroup=shufflebench-hzcast},1699677284,50362785
{consumergroup=shufflebench-hzcast},1699677289,54867204
{consumergroup=shufflebench-hzcast},1699677294,59326849
{consumergroup=shufflebench-hzcast},1699677299,63889602
{consumergroup=shufflebench-hzcast},1699677304,68392333
{consumergroup=shufflebench-hzcast},1699677309,72916126
{consumergroup=shufflebench-hzcast},1699677314,77417113
{consumergroup=shufflebench-hzcast},1699677319,81926811
{consumergroup=shufflebench-hzcast},1699677324,86453525
{consumergroup=shufflebench-hzcast},1699677329,90898518
{consumergroup=shufflebench-hzcast},1699677334,95477534
{consumergroup=shufflebench-hzcast},1699677339,99936543
{consumergroup=shufflebench-hzcast},1699677344,104508247
{consumergroup=shufflebench-hzcast},1699677349,109002926
{consumergroup=shufflebench-hzcast},1699677354,113519782
{consumergroup=shufflebench-hzcast},1699677359,118041200
{consumergroup=shufflebench-hzcast},1699677364,122496082
{consumergroup=shufflebench-hzcast},1699677369,127015062
{consumergroup=shufflebench-hzcast},1699677374,131573221
{consumergroup=shufflebench-hzcast},1699677379,136058181
{consumergroup=shufflebench-hzcast},1699677384,140520373
{consumergroup=shufflebench-hzcast},1699677389,145110238
{consumergroup=shufflebench-hzcast},1699677394,149595406
{consumergroup=shufflebench-hzcast},1699677399,154121611
{consumergroup=shufflebench-hzcast},1699677404,158611715
{consumergroup=shufflebench-hzcast},1699677409,163137111
{consumergroup=shufflebench-hzcast},1699677414,167636291
{consumergroup=shufflebench-hzcast},1699677419,172155821
{consumergroup=shufflebench-hzcast},1699677424,176658518
{consumergroup=shufflebench-hzcast},1699677429,181188254
{consumergroup=shufflebench-hzcast},1699677434,185688926
{consumergroup=shufflebench-hzcast},1699677439,190173877
{consumergroup=shufflebench-hzcast},1699677444,194686871
{consumergroup=shufflebench-hzcast},1699677449,199223429
{consumergroup=shufflebench-hzcast},1699677454,203719847
{consumergroup=shufflebench-hzcast},1699677459,208247871
{consumergroup=shufflebench-hzcast},1699677464,212681313
{consumergroup=shufflebench-hzcast},1699677469,217232182
{consumergroup=shufflebench-hzcast},1699677474,221761818
{consumergroup=shufflebench-hzcast},1699677479,226220654
{consumergroup=shufflebench-hzcast},1699677484,230702007
{consumergroup=shufflebench-hzcast},1699677489,235224349
{consumergroup=shufflebench-hzcast},1699677494,239792979
{consumergroup=shufflebench-hzcast},1699677499,244248573
{consumergroup=shufflebench-hzcast},1699677504,248737173
{consumergroup=shufflebench-hzcast},1699677509,253314729
{consumergroup=shufflebench-hzcast},1699677514,257762813
{consumergroup=shufflebench-hzcast},1699677519,262332009
{consumergroup=shufflebench-hzcast},1699677524,266837744
{consumergroup=shufflebench-hzcast},1699677529,271360767
{consumergroup=shufflebench-hzcast},1699677534,275849178
{consumergroup=shufflebench-hzcast},1699677539,280359567
{consumergroup=shufflebench-hzcast},1699677544,284872181
{consumergroup=shufflebench-hzcast},1699677549,289377368
{consumergroup=shufflebench-hzcast},1699677554,293886294
{consumergroup=shufflebench-hzcast},1699677559,298391804
{consumergroup=shufflebench-hzcast},1699677564,302909410
{consumergroup=shufflebench-hzcast},1699677569,307412935
{consumergroup=shufflebench-hzcast},1699677574,311855864
{consumergroup=shufflebench-hzcast},1699677579,316369513
{consumergroup=shufflebench-hzcast},1699677584,320934377
{consumergroup=shufflebench-hzcast},1699677589,325433861
{consumergroup=shufflebench-hzcast},1699677594,329961415
{consumergroup=shufflebench-hzcast},1699677599,334454921
{consumergroup=shufflebench-hzcast},1699677604,338964683
{consumergroup=shufflebench-hzcast},1699677609,343468295
{consumergroup=shufflebench-hzcast},1699677614,347974758
{consumergroup=shufflebench-hzcast},1699677619,352498415
{consumergroup=shufflebench-hzcast},1699677624,356996214
{consumergroup=shufflebench-hzcast},1699677629,361506129
{consumergroup=shufflebench-hzcast},1699677634,366003358
{consumergroup=shufflebench-hzcast},1699677639,370539298
{consumergroup=shufflebench-hzcast},1699677644,375035937
{consumergroup=shufflebench-hzcast},1699677649,379500530
{consumergroup=shufflebench-hzcast},1699677654,384071003
{consumergroup=shufflebench-hzcast},1699677659,388573089
{consumergroup=shufflebench-hzcast},1699677664,393080971
{consumergroup=shufflebench-hzcast},1699677669,397597083
{consumergroup=shufflebench-hzcast},1699677674,402103879
{consumergroup=shufflebench-hzcast},1699677679,406614434
{consumergroup=shufflebench-hzcast},1699677684,411103759
{consumergroup=shufflebench-hzcast},1699677689,415608925
{consumergroup=shufflebench-hzcast},1699677694,420124124
{consumergroup=shufflebench-hzcast},1699677699,424642156
{consumergroup=shufflebench-hzcast},1699677704,429154847
{consumergroup=shufflebench-hzcast},1699677709,433654889
{consumergroup=shufflebench-hzcast},1699677714,438149367
{consumergroup=shufflebench-hzcast},1699677719,442626226
{consumergroup=shufflebench-hzcast},1699677724,447115476
{consumergroup=shufflebench-hzcast},1699677729,451680681
{consumergroup=shufflebench-hzcast},1699677734,456186928
{consumergroup=shufflebench-hzcast},1699677739,460716470
{consumergroup=shufflebench-hzcast},1699677744,465174430
{consumergroup=shufflebench-hzcast},1699677749,469715453
{consumergroup=shufflebench-hzcast},1699677754,474177032
{consumergroup=shufflebench-hzcast},1699677759,478740394
{consumergroup=shufflebench-hzcast},1699677764,483208550
{consumergroup=shufflebench-hzcast},1699677769,487755643
{consumergroup=shufflebench-hzcast},1699677774,492291620
{consumergroup=shufflebench-hzcast},1699677779,496768829
{consumergroup=shufflebench-hzcast},1699677784,501287208
{consumergroup=shufflebench-hzcast},1699677789,505752481
{consumergroup=shufflebench-hzcast},1699677794,510261143
{consumergroup=shufflebench-hzcast},1699677799,514822142
{consumergroup=shufflebench-hzcast},1699677804,519326528
{consumergroup=shufflebench-hzcast},1699677809,523788331
{consumergroup=shufflebench-hzcast},1699677814,528343966
{consumergroup=shufflebench-hzcast},1699677819,532857038
{consumergroup=shufflebench-hzcast},1699677824,537367405
{consumergroup=shufflebench-hzcast},1699677829,541871557
{consumergroup=shufflebench-hzcast},1699677834,546382407
{consumergroup=shufflebench-hzcast},1699677839,550824133
{consumergroup=shufflebench-hzcast},1699677844,555386932
{consumergroup=shufflebench-hzcast},1699677849,559900373
{consumergroup=shufflebench-hzcast},1699677854,564406738
{consumergroup=shufflebench-hzcast},1699677859,569004777
{consumergroup=shufflebench-hzcast},1699677864,573378680
{consumergroup=shufflebench-hzcast},1699677869,577951977
{consumergroup=shufflebench-hzcast},1699677874,582416223
{consumergroup=shufflebench-hzcast},1699677879,587006320
{consumergroup=shufflebench-hzcast},1699677884,591495786
