labels,timestamp,value
{},1700109216,NaN
{},1700109221,NaN
{},1700109226,NaN
{},1700109231,NaN
{},1700109236,NaN
{},1700109241,NaN
{},1700109246,NaN
{},1700109251,7.22986161425
{},1700109256,7.22986161425
{},1700109261,4.649844640946759
{},1700109266,4.627651352095254
{},1700109271,0.7112637042642521
{},1700109276,0.6997046996944625
{},1700109281,0.3430505819544316
{},1700109286,0.3366320318625753
{},1700109291,0.13259000622960662
{},1700109296,0.127084288985509
{},1700109301,0.09660541085332684
{},1700109306,0.09118379524890022
{},1700109311,0.08509462387493749
{},1700109316,0.0767910686449495
{},1700109321,0.07301111952769852
{},1700109326,0.06898179646615135
{},1700109331,0.0709494502553696
{},1700109336,0.0709494502553696
{},1700109341,0.07328893646835288
{},1700109346,0.07328893646835288
{},1700109351,0.07005675332477646
{},1700109356,0.07005675332477646
{},1700109361,0.06869813148741476
{},1700109366,0.06869813148741474
{},1700109371,0.07245338359378976
{},1700109376,0.07245338359378976
{},1700109381,0.06504916016071428
{},1700109386,0.06504916016071428
{},1700109391,0.06747521433551415
{},1700109396,0.06747521433551415
{},1700109401,0.06777545944931133
{},1700109406,0.06777545944931133
{},1700109411,0.07089259203403703
{},1700109416,0.07089259203403703
{},1700109421,0.07026872576420765
{},1700109426,0.07026872576420766
{},1700109431,0.06852540767064431
{},1700109436,0.0685254076706443
{},1700109441,0.06659758553276159
{},1700109446,0.06659758553276159
{},1700109451,0.06923198578956744
{},1700109456,0.06923198578956744
{},1700109461,0.0701374143558592
{},1700109466,0.0701374143558592
{},1700109471,0.06330856856363636
{},1700109476,0.06330856856363637
{},1700109481,0.06311957912813067
{},1700109486,0.06311957912813067
{},1700109491,0.0689271609827579
{},1700109496,0.0689271609827579
{},1700109501,0.07101838862956643
{},1700109506,0.07101838862956643
{},1700109511,0.06382556325338079
{},1700109516,0.06382556325338079
{},1700109521,0.06518983786166395
{},1700109526,0.06518983786166395
{},1700109531,0.0666797835788122
{},1700109536,0.0666797835788122
{},1700109541,0.06779735402626832
{},1700109546,0.06779735402626832
{},1700109551,0.0713243192432867
{},1700109556,0.0713243192432867
{},1700109561,0.06300469626337449
{},1700109566,0.06300469626337449
{},1700109571,0.06695515147242027
{},1700109576,0.06695515147242027
{},1700109581,0.0672977966097973
{},1700109586,0.0672977966097973
{},1700109591,0.06479660144818898
{},1700109596,0.06479660144818898
{},1700109601,0.07060577510889328
{},1700109606,0.07060577510889328
{},1700109611,0.07069193098699122
{},1700109616,0.07069193098699122
{},1700109621,0.06580782032066115
{},1700109626,0.06580782032066115
{},1700109631,0.0648575717897511
{},1700109636,0.0648575717897511
{},1700109641,0.06970077681111338
{},1700109646,0.06970077681111338
{},1700109651,0.06886772684788815
{},1700109656,0.06886772684788815
{},1700109661,0.06710835374379563
{},1700109666,0.06710835374379563
{},1700109671,0.06929166541852479
{},1700109676,0.06929166541852479
{},1700109681,0.06555509703505155
{},1700109686,0.06555509703505155
{},1700109691,0.06849996451064065
{},1700109696,0.06849996451064065
{},1700109701,0.06626352010139104
{},1700109706,0.06626352010139104
{},1700109711,0.0684979045202713
{},1700109716,0.0684979045202713
{},1700109721,0.06738396339826282
{},1700109726,0.06738396339826282
{},1700109731,0.07106350837095025
{},1700109736,0.07106350837095024
{},1700109741,0.06825460552003584
{},1700109746,0.06825460552003584
{},1700109751,0.07132623964490722
{},1700109756,0.07132623964490724
{},1700109761,0.07100869284855468
{},1700109766,0.0710086928485547
{},1700109771,0.06863618376714016
{},1700109776,0.06863618376714016
{},1700109781,0.06752292287344705
