labels,timestamp,value
{},1700175410,NaN
{},1700175415,NaN
{},1700175420,NaN
{},1700175425,NaN
{},1700175430,NaN
{},1700175435,NaN
{},1700175440,9.083457484150001
{},1700175445,9.083457484150001
{},1700175450,8.358744587098572
{},1700175455,8.351714544430784
{},1700175460,6.868987685040617
{},1700175465,6.843984504856323
{},1700175470,5.996032088221799
{},1700175475,5.766208387490172
{},1700175480,5.437558036513798
{},1700175485,5.20815704334103
{},1700175490,5.2442882722733275
{},1700175495,5.242239012994464
{},1700175500,4.2373531509399305
{},1700175505,4.23735315093993
{},1700175510,2.8369090745494723
{},1700175515,2.836909074549472
{},1700175520,1.2634842145997032
{},1700175525,1.263484214599706
{},1700175530,0.1432644764574758
{},1700175535,0.1432644764574758
{},1700175540,0.10982572515407478
{},1700175545,0.10982572515407443
{},1700175550,0.05643446891666671
{},1700175555,0.05643446891666651
{},1700175560,0.07705928867797908
{},1700175565,0.07705928867797908
{},1700175570,0.03863898325190114
{},1700175575,0.03863898325190111
{},1700175580,0.04647663755335373
{},1700175585,0.04647663755335358
{},1700175590,0.048455174812499814
{},1700175595,0.04845517481250002
{},1700175600,0.039335185545252185
{},1700175605,0.039335185545252185
{},1700175610,0.1805502009992802
{},1700175615,0.1805502009992795
{},1700175620,0.05558582039192135
{},1700175625,0.05558582039192124
{},1700175630,0.038177309104739335
{},1700175635,0.038177309104739314
{},1700175640,0.03670314620833332
{},1700175645,0.03670314620833332
{},1700175650,0.044054171387500014
{},1700175655,0.044054171387500014
{},1700175660,0.21544075563095239
{},1700175665,0.21544075563095189
{},1700175670,0.05872887615088102
{},1700175675,0.05872887615088102
{},1700175680,0.03396592343750002
{},1700175685,0.0339659234375
{},1700175690,0.03349431380457746
{},1700175695,0.03349431380457747
{},1700175700,0.03341207446335646
{},1700175705,0.033412074463356464
{},1700175710,0.04897623120325903
{},1700175715,0.04897623120325899
{},1700175720,0.03804393346529744
{},1700175725,0.038043933465297414
{},1700175730,0.03246294781724138
{},1700175735,0.03246294781724138
{},1700175740,0.032438853405151756
{},1700175745,0.032438853405151756
{},1700175750,0.035443757013513495
{},1700175755,0.035443757013513495
{},1700175760,0.03269339178144171
{},1700175765,0.03269339178144171
{},1700175770,0.05354485442196524
{},1700175775,0.05354485442196524
{},1700175780,0.031854831262866104
{},1700175785,0.031854831262866104
{},1700175790,0.03131911037672956
{},1700175795,0.031319110376729555
{},1700175800,0.03273122635640172
{},1700175805,0.03273122635640172
{},1700175810,0.034623638377567566
{},1700175815,0.03462363837756754
{},1700175820,0.03281686878275862
{},1700175825,0.03281686878275861
{},1700175830,0.03297817597718175
{},1700175835,0.032978175977181744
{},1700175840,0.12693865232659982
{},1700175845,0.12693865232659982
{},1700175850,0.033493171812499986
{},1700175855,0.0334931718125
{},1700175860,0.034497887853491255
{},1700175865,0.034497887853491276
{},1700175870,0.03559394911538459
{},1700175875,0.03559394911538462
{},1700175880,0.0330935557736922
{},1700175885,0.03309355577369219
{},1700175890,0.03354596112750716
{},1700175895,0.03354596112750717
{},1700175900,0.032412105557046975
{},1700175905,0.032412105557046975
