labels,timestamp,value
{},1700168845,0.001964746271186671
{},1700168850,0.0019646656152902363
{},1700168855,0.0019646656152902363
{},1700168860,0.0019646329224207145
{},1700168865,0.0019646329224207145
{},1700168870,0.001964640792044767
{},1700168875,0.001964640792044767
{},1700168880,0.0019647514354181267
{},1700168885,0.0019647514354181267
{},1700168890,0.0019648613851294284
{},1700168895,0.0019648613851294284
{},1700168900,0.00196484183633421
{},1700168905,0.001964842145640432
{},1700168910,0.001964769185238518
{},1700168915,0.0019647702664941907
{},1700168920,0.0019648921446673343
{},1700168925,0.001964895491041878
{},1700168930,0.0019652495774529393
{},1700168935,0.0019652574822034163
{},1700168940,0.0019651984059127305
{},1700168945,0.0019652147220560446
{},1700168950,0.001965633971879449
{},1700168955,0.0019656693633362003
{},1700168960,0.0019660801630215687
{},1700168965,0.001966137450612684
{},1700168970,0.00196695958541648
{},1700168975,0.001967056804751756
{},1700168980,0.001968096462303295
{},1700168985,0.00196825670696876
{},1700168990,0.00197038703215137
{},1700168995,0.0019706279653352067
{},1700169000,0.0019728904380283316
{},1700169005,0.0019732133078441487
{},1700169010,0.0019762070362693792
{},1700169015,0.0019766399403021865
{},1700169020,0.0019800230298026786
{},1700169025,0.0019805746540465623
{},1700169030,0.0019855810903414246
{},1700169035,0.0019862946408894908
{},1700169040,0.0019918814371471076
{},1700169045,0.0019927748100291996
{},1700169050,0.001998499870181229
{},1700169055,0.001999545103223733
{},1700169060,0.0020059339385136697
{},1700169065,0.0020071428306313115
{},1700169070,0.002012918192628967
{},1700169075,0.002014261003956144
{},1700169080,0.00202070831411651
{},1700169085,0.0020221976949170843
{},1700169090,0.002028662219396466
{},1700169095,0.002030278192928512
{},1700169100,0.0020370442725475436
{},1700169105,0.002038778695516885
{},1700169110,0.002044569590746965
{},1700169115,0.0020463921800970117
{},1700169120,0.002052646905736388
{},1700169125,0.002054566443640986
{},1700169130,0.0020604113515972733
{},1700169135,0.002062405214866408
{},1700169140,0.002068284568879195
{},1700169145,0.0020703481625312685
{},1700169150,0.0020763081449478205
{},1700169155,0.002078453546272256
{},1700169160,0.0020837656927811137
{},1700169165,0.002085981845781549
{},1700169170,0.0020899211009838253
{},1700169175,0.002092162691395801
{},1700169180,0.0020960517755719745
