labels,timestamp,value
{consumergroup=shufflebench-flink},1700171659,0
{consumergroup=shufflebench-flink},1700171664,443967
{consumergroup=shufflebench-flink},1700171669,1749340
{consumergroup=shufflebench-flink},1700171674,2611619
{consumergroup=shufflebench-flink},1700171679,2896980
{consumergroup=shufflebench-flink},1700171684,2812799
{consumergroup=shufflebench-flink},1700171689,2684204
{consumergroup=shufflebench-flink},1700171694,2550458
{consumergroup=shufflebench-flink},1700171699,2318179
{consumergroup=shufflebench-flink},1700171704,2093833
{consumergroup=shufflebench-flink},1700171709,1884771
{consumergroup=shufflebench-flink},1700171714,1799248
{consumergroup=shufflebench-flink},1700171719,1708262
{consumergroup=shufflebench-flink},1700171724,1659646
{consumergroup=shufflebench-flink},1700171729,1574572
{consumergroup=shufflebench-flink},1700171734,1568261
{consumergroup=shufflebench-flink},1700171739,1466538
{consumergroup=shufflebench-flink},1700171744,1499718
{consumergroup=shufflebench-flink},1700171749,1451044
{consumergroup=shufflebench-flink},1700171754,1483329
{consumergroup=shufflebench-flink},1700171759,1416099
{consumergroup=shufflebench-flink},1700171764,1386091
{consumergroup=shufflebench-flink},1700171769,1348115
{consumergroup=shufflebench-flink},1700171774,1340084
{consumergroup=shufflebench-flink},1700171779,1330780
{consumergroup=shufflebench-flink},1700171784,1307350
{consumergroup=shufflebench-flink},1700171789,1304578
{consumergroup=shufflebench-flink},1700171794,1321105
{consumergroup=shufflebench-flink},1700171799,1302063
{consumergroup=shufflebench-flink},1700171804,1300928
{consumergroup=shufflebench-flink},1700171809,1285395
{consumergroup=shufflebench-flink},1700171814,1276024
{consumergroup=shufflebench-flink},1700171819,1289270
{consumergroup=shufflebench-flink},1700171824,1304726
{consumergroup=shufflebench-flink},1700171829,1285067
{consumergroup=shufflebench-flink},1700171834,1303066
{consumergroup=shufflebench-flink},1700171839,1292474
{consumergroup=shufflebench-flink},1700171844,1305439
{consumergroup=shufflebench-flink},1700171849,1304618
{consumergroup=shufflebench-flink},1700171854,1298892
{consumergroup=shufflebench-flink},1700171859,1313388
{consumergroup=shufflebench-flink},1700171864,1305861
{consumergroup=shufflebench-flink},1700171869,1305032
{consumergroup=shufflebench-flink},1700171874,1309762
{consumergroup=shufflebench-flink},1700171879,1332320
